split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
external,1002,0.55,0.10817163175867942,0.919484204160953,0.8634378032056157,0.9444610582378334,0.912474967524439,0.977293267935336,0.5513630090597385
