split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
val,150,0.5,0.1390426629781723,0.8702004599571228,0.7905119228363037,0.8852665050824483,0.8962048689524332,0.9679868125915527,0.500648455619812
