split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
test,1002,0.5,0.10577899404985462,0.922801092356265,0.8690446106021752,0.9412142565388404,0.9217915838350079,0.9746265996715979,0.5769995524735746
