split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
val,150,0.5,0.16308300097783407,0.8579850618044536,0.7752936744689941,0.9132772890726725,0.8565063865979513,0.9779178571701049,0.47858421087265013
