split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
external,1002,0.4,0.10354362588056071,0.9243861670027712,0.8716477868323792,0.926705081662732,0.9391568880119248,0.9655530331377498,0.5932359193375487
