epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,val_boundary_f1,val_composite,gradient_norm
1,0.24514017091282694,0.5334119255194563,0.8486157938788168,0.7548047227737231,0.8424339686481982,0.902332647455443,0.9610541951297518,0.2909423599622878,0.7091974353996846,1.6390292255245908
2,0.09197764995711548,0.24530546966869562,0.9219499953348634,0.8651540864803055,0.9502398406914379,0.9101397058902643,0.9895724326604718,0.5771682827402251,0.8357545671862039,inf
3,0.07149410150606483,0.09450764739792482,0.9407620511060308,0.8958989925341995,0.9556424065577147,0.9370675756115313,0.9883878423085846,0.6841201739034791,0.8766015818053929,1.148307443468807
4,0.06219214777970127,0.06411987148565858,0.946531917139838,0.905424921674739,0.9541764220798029,0.9485723337069271,0.9873482679975205,0.717775507781285,0.8893428148001997,0.8654010650367848
5,0.05878503825658145,0.05754557100343731,0.9487402017167048,0.9092536659012138,0.9541697623737679,0.9525513528714344,0.987394545588605,0.7322586355035254,0.89461981016341,0.798089139749983
6,0.056004249443591794,0.05530026540733301,0.9500512076062103,0.911596014813303,0.9542382891760224,0.954905146141116,0.987378158032429,0.7396263816583915,0.8974450011192556,0.7592571456061334
7,0.053348036813483476,0.05394397329626275,0.9511967660192662,0.9133950882532126,0.9543933704279471,0.9565229533508071,0.9874282561682804,0.744519335241654,0.8995274083248631,0.6716033204760044
8,0.05291620683379157,0.05365775310234016,0.9513789838638859,0.9138816026275107,0.9547088400708925,0.9567646867987039,0.9874006457950758,0.7475014756555143,0.9004096068117929,inf
9,0.05002961986417127,0.053174087376964,0.9518793572151542,0.9147183063835603,0.9555878169427614,0.9566656588976465,0.987392841573543,0.7505544123401784,0.9015481209964102,0.6410413080549449
10,0.04930731318655586,0.052600426111399395,0.9523022307732963,0.9152727133720083,0.9563882748285929,0.956442762643863,0.9877603699265249,0.7518488245132642,0.9021888792082883,0.6408278669282229
11,0.0478132766806983,0.051778602261208374,0.953225034867375,0.9165810562562251,0.9578165764128218,0.9563274717782785,0.9882031126298766,0.7532487723606752,0.9032309692407,0.5991977886364689
12,0.046569277005890704,0.05149908468891413,0.9534157905956043,0.9168623826043928,0.9579527255151848,0.9564339331825708,0.9883095010732993,0.7542481037795621,0.9036238688915939,0.5592714027439193
13,0.044919404329921565,0.051645208775183166,0.9533860776469594,0.9168691892953488,0.9570758962046475,0.9573018204674142,0.9880723896101034,0.7542162966003918,0.9035936323853175,0.5378148956305779
14,0.04443448153078208,0.05168866819869249,0.9533835127866653,0.9168305124593286,0.9566240043544451,0.9577243314140218,0.9879296306383649,0.753818347859077,0.9034922215547683,inf
15,0.0437082001708255,0.05175888231242182,0.953554101612257,0.9170834537068072,0.9575669469774899,0.957017768784909,0.988108500788443,0.754642487664519,0.9038261981253225,0.5225929452796024
16,0.04318832864474777,0.05168784836695479,0.9537302122068245,0.9173186855305531,0.9576640329764972,0.9571941884332145,0.9881265584707526,0.7551144229600137,0.9040762648951217,0.5409751301169743
17,0.04234334133213138,0.05170232134818233,0.9536851949516347,0.9172628371744783,0.9577572770341981,0.9570878168013582,0.9881877450639986,0.755787912765549,0.9042108744051134,inf
18,0.04142490151917087,0.05180676716692339,0.9536138348356139,0.9172073621282077,0.9576752939351825,0.9571174890168401,0.988315946149454,0.7555938781941997,0.9041088456752604,0.5230238641620377
19,0.040959768610826106,0.05191701152460564,0.9535431524981623,0.9171306306834737,0.957302131713965,0.957407202609008,0.9881185560322127,0.7551712380896594,0.9039501738960366,0.48372915895443963
20,0.04100004322754412,0.05190521296541494,0.9535970283192535,0.9172549209201349,0.9573003421127464,0.957522353267457,0.9881500322018711,0.7550758827190095,0.9039667419191926,0.5262707391585448
21,0.04101765807344468,0.051839250365195336,0.9536932567290239,0.9174136740706836,0.9569745973466897,0.9580094240846708,0.9880181003440849,0.7547298255142908,0.9039523989253406,0.4940484574732558
22,0.0395623491079673,0.05197683761027146,0.9537262915900453,0.9174383658097607,0.9567813564303727,0.9582345741515441,0.9879095685920588,0.7540574437329169,0.9038090796257633,0.45960114244643174
