epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,val_boundary_f1
1,0.3385060793608427,0.2166437488794327,0.8241378490130107,0.726573289235433,0.8440093676249186,0.8626310888926189,0.9764210812250773,0.2918202751874924
2,0.19022327019274235,0.17389406780401864,0.8348181835810343,0.7362302207946777,0.881161801815033,0.8415814129511515,0.9733893044789632,0.3011213231086731
3,0.1442844584584236,0.15625493188699086,0.8560393818219503,0.7682857910792033,0.8801342686017354,0.8768117904663086,0.9715611203511556,0.37761752009391786
4,0.12121533639729024,0.16356767813364664,0.8384014876683553,0.7509064221382141,0.9174441274007161,0.8256899325052897,0.9760069632530213,0.3795175929864248
5,0.1080813369974494,0.14730980803569158,0.8572598505020141,0.7743031152089437,0.9130702638626098,0.8507849836349487,0.979710807800293,0.43461167693138125
6,0.09972606813162566,0.14068728933731714,0.8585297759373983,0.7715543031692504,0.8684442194302877,0.8912961832682291,0.9726294787724813,0.3707707534233729
7,0.09262118130922317,0.14242869387070337,0.8608912245432536,0.7775659998257954,0.9080365260442098,0.8572616577148438,0.9769325049718222,0.42976860344409945
8,0.08934913578629494,0.15605153694748877,0.8430535101890564,0.7537937164306641,0.9191122357050577,0.8205534442265828,0.9814592242240906,0.3860363926490148
9,0.08603330657631159,0.1567295038700104,0.8523173586527506,0.7683188978830974,0.9301408020655314,0.826090734799703,0.9835681621233622,0.44448927958806356
10,0.08261218263953925,0.15317507654428483,0.857531418800354,0.7735114709536235,0.9253603466351827,0.8367476399739583,0.9783967423439026,0.4308569045861562
11,0.07926264348626137,0.15424336418509482,0.862084215482076,0.7810677067438762,0.9213508621851603,0.8503652310371399,0.9818359327316284,0.4533937764167786
12,0.07740377278625965,0.1517434561252594,0.8612293211619059,0.7773073800404866,0.9273654596010844,0.8414114387830098,0.9792639780044555,0.42889753997325897
13,0.07665428757667542,0.1538229202727477,0.863715291817983,0.7810575532913208,0.9161269680658977,0.8557886656125386,0.9787689741452535,0.4466962989171346
14,0.07427128645777702,0.16768951858083406,0.8577587604522705,0.7755130132039388,0.9266216564178467,0.840148229598999,0.9833604081471761,0.4537663507461548
15,0.07330711647868156,0.16315419793128969,0.855772762298584,0.7733597135543824,0.9079796091715495,0.8550032432874044,0.9792352358500163,0.4344615813096364
16,0.07191951350867748,0.15324415937066077,0.864294080734253,0.7826671091715495,0.9185794591903687,0.8546395103136698,0.9810226408640543,0.4514975682894389
17,0.07007015258073807,0.15898029069105785,0.8624127165476481,0.7810846026738485,0.9200240929921468,0.8518465439478556,0.9795711183547974,0.4575469899177551
18,0.06968307338654994,0.15893392741680146,0.8617162887255351,0.7799731334050496,0.918758061726888,0.8513258759180705,0.9804168192545573,0.45251726468404135
19,0.06891958419978618,0.16103328600525857,0.8614711952209473,0.7795280241966247,0.9214475631713868,0.8489220301310222,0.9802349694569905,0.4541020425160726
20,0.06901264455914498,0.16150457322597503,0.8620467472076416,0.7807547624905904,0.9165836509068807,0.8546864159901937,0.9802593692143758,0.45762765089670815
21,0.06924112563580274,0.16447590226928394,0.8602830632527669,0.7790020028750102,0.9230373907089233,0.8462602082888285,0.9812890879313151,0.4612682855129242
22,0.06861903155595064,0.16411845316489537,0.8611454900105794,0.779837056795756,0.9202917536099752,0.8501701005299886,0.9805319245656331,0.46025895754496254
