epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,val_boundary_f1
1,0.39822935044765473,0.28955978910128277,0.8381610250473023,0.7508271821339925,0.8771309502919515,0.8565530530611674,0.9840926114718119,0.4316071184476217
2,0.2018304282426834,0.20417659004529318,0.8451287651062012,0.7584161265691122,0.8723668646812439,0.8807346264521281,0.9773147996266683,0.4335785194238027
3,0.1437786290049553,0.1945348678032557,0.8438201793034872,0.7577017291386923,0.9124615287780762,0.8395072523752848,0.9881600292523702,0.4628392235438029
4,0.11680302575230599,0.165823179880778,0.8496758159001668,0.7633629735310873,0.9058703366915385,0.8506560866038004,0.9827265723546346,0.4507176291942596
5,0.10291083371639252,0.1777989480892817,0.8505462336540223,0.768988409837087,0.925843182404836,0.8378042809168498,0.9828440205256144,0.49815017064412437
6,0.09194198295474053,0.19080724338690438,0.8483648649851481,0.7640816156069438,0.8941359051068624,0.8655963389078776,0.9808098379770914,0.45003049850463867
7,0.09044721591472625,0.16085721631844838,0.8586417961120606,0.7783362205823262,0.9146761655807495,0.8583016141255697,0.9785655379295349,0.4883010657628377
8,0.08416707925498486,0.1732133620977402,0.8576232481002808,0.7769263728459677,0.913462000687917,0.8581923151016235,0.981352870464325,0.4887768109639486
9,0.08015488629043102,0.15018488864103954,0.8645591354370117,0.7849940808614095,0.936729326248169,0.8428131596247355,0.984525097211202,0.5086257171630859
10,0.07589003470540047,0.15551310141881308,0.8658372060457865,0.7854240798950195,0.912406530380249,0.8674812738100688,0.9811397870381673,0.5083853137493134
11,0.07523420402407646,0.16644449651241303,0.8562391789754232,0.7753731155395508,0.9305710951487224,0.8394363292058309,0.983376894791921,0.49688116868336996
12,0.07112559042870999,0.14506132900714874,0.8693258078893026,0.7911199887593587,0.9073599727948507,0.8769989617665609,0.9791528423627217,0.5072046494483948
13,0.06959336534142495,0.18720877130826313,0.852243758837382,0.7708979845046997,0.9301367163658142,0.8360998853047689,0.9849547171592712,0.49924142996470133
14,0.06799336569011212,0.15085967381795248,0.8696293004353841,0.7918353541692098,0.9330636668205261,0.8531161975860596,0.9858113805452983,0.526652782758077
15,0.06470606237649917,0.16931231041749317,0.8606422201792399,0.7788658920923869,0.9255265688896179,0.8484122371673584,0.9833810186386108,0.490769259929657
16,0.06276365931332112,0.17055437723795572,0.861903289159139,0.7814203627904256,0.9146790353457133,0.8614775824546814,0.9812919521331787,0.49959049582481385
17,0.062364171952009204,0.19400854428609213,0.8544964933395386,0.7737229235967,0.9303365961710612,0.8381369320551554,0.9848824612299601,0.496749529838562
18,0.06133962333202362,0.18861355980237324,0.8563158480326335,0.774740481376648,0.93770796140035,0.8321095506350199,0.9852420751253764,0.49489651759465536
19,0.05931537699699402,0.19738410015900928,0.8556184736887614,0.7756681609153747,0.9233701674143473,0.847981448173523,0.9836207056045532,0.5057095086574555
20,0.05681091574579477,0.18048260370890298,0.8575744676589966,0.7773286549250285,0.9175947062174479,0.8549527907371521,0.9830673106511434,0.5015496945381165
21,0.05739915543794632,0.19776924590269723,0.8520657269159952,0.7725106366475423,0.9395960203806559,0.8284020272890726,0.9847352258364359,0.506058003505071
22,0.057266723349690435,0.18511786778767902,0.8586062002182007,0.7776995507876078,0.9181111876169841,0.8551913523674011,0.9807794205347697,0.4962087853749593
23,0.05483364282548427,0.17999292691548666,0.861259183883667,0.7804119181632996,0.9127350505193075,0.8618958489100138,0.9787021454175313,0.4886487038930257
24,0.053740769691765305,0.2005561562379201,0.8597498353322347,0.7795516379674275,0.9274184679985047,0.8474209149678548,0.9839852253595988,0.5063745546340942
