split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
test,1002,0.5,0.11640634902282627,0.9151882939709874,0.8567241706296117,0.9584845987384667,0.8932383798077673,0.9801038011105475,0.5184270082833524
