epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,val_boundary_f1
1,0.26207606810331346,0.20538717289765676,0.8281699991226197,0.7356013242403666,0.8708754777908325,0.8493159023920694,0.9849078718821208,0.39291032393773395
2,0.14367287385463715,0.12588188419739404,0.8468380149205526,0.7589222065607707,0.9038804348309835,0.84684850136439,0.988387200832367,0.4551185671488444
3,0.10112472428381443,0.12356176803509394,0.8380213022232056,0.7546141187349955,0.9164504766464233,0.8314028024673462,0.9847841707865397,0.46947446823120115
4,0.08062438966333867,0.12417417128880819,0.826826769510905,0.741695404847463,0.9470558587710063,0.7894838118553161,0.9907948811848958,0.46598650376001993
5,0.07248840050399304,0.1116978833079338,0.8409793965021769,0.7556081517537435,0.9405525811513265,0.8095101078351339,0.9898210922876994,0.47414799412091574
6,0.067112071454525,0.0941726565361023,0.8641502364476522,0.7803763246536255,0.8972393178939819,0.8744429953893026,0.9782491827011108,0.4787680339813232
7,0.06309045252203942,0.10414538323879242,0.8542224327723186,0.771712392171224,0.930387351512909,0.832820119857788,0.9874181318283081,0.4972760279973348
8,0.05818889734148979,0.09615214506785075,0.8611094776789348,0.7763211091359457,0.9453053760528565,0.8247523641586304,0.9903784799575805,0.48040706078211465
9,0.05574628523737192,0.10046620587507883,0.8591878294944764,0.7772642723719279,0.9430121660232544,0.8284807809193929,0.9889685980478923,0.5040626895427703
10,0.05590156690776348,0.09957751949628194,0.8595939985911052,0.77622807264328,0.9329271014531454,0.8340622401237487,0.9836719989776611,0.49202048460642495
11,0.05208960971236229,0.09566668550173442,0.8649126052856445,0.7826538689931234,0.9305350557963054,0.8450140841801961,0.9871508836746216,0.5032450946172079
12,0.05114508667588234,0.09742157965898514,0.862581361134847,0.7800545120239257,0.9314371077219645,0.8389794675509135,0.9851918355623881,0.4963457727432251
13,0.05049969294667244,0.09558549145857494,0.8632323789596558,0.7812559191385905,0.929494899113973,0.8434992384910583,0.9858276112874349,0.5002600948015848
14,0.04828797145932913,0.09321412354707719,0.8685855428377788,0.7883949565887451,0.9245904207229614,0.8569497124354044,0.987288146018982,0.5168519886334737
15,0.047865398727357386,0.09298621515432993,0.8695007864634196,0.7892222913106283,0.9223034779230753,0.8596790289878845,0.9861843776702881,0.5141450202465058
16,0.04657104590535164,0.09527079602082571,0.865401205221812,0.7846440998713176,0.9429710745811463,0.8346912749608357,0.9881975944836935,0.5112646047274272
17,0.04630106528848409,0.09264033039410909,0.8702039082845052,0.790433432261149,0.9315409286816915,0.8515694936116537,0.9873360482851664,0.519573970635732
18,0.046420526370406154,0.09322826435168584,0.8694537043571472,0.7895168948173523,0.9272862474123637,0.8545527823766073,0.9870245401064555,0.5164131426811218
19,0.04585567934066057,0.09352497458457946,0.8690914869308471,0.7891307624181112,0.9308438754081726,0.8509015210469564,0.9872733116149902,0.5170368659496307
20,0.045690452724695206,0.09402599414189657,0.8684230422973633,0.7884191393852233,0.9321080938975016,0.8491724117596944,0.9879183197021484,0.516189667781194
