split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
test,1002,0.5,0.12072037728484757,0.9094951071900997,0.8453940778911233,0.969426993362442,0.8709651041411592,0.9882287093979156,0.44641046752472835
