split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
external,1002,0.3,0.08422778775829994,0.9233178085909632,0.8697203866497961,0.9485268162158197,0.9168661440204003,0.9732727257315508,0.5663773316347195
