split,samples,threshold,loss,dice,iou,precision,recall,specificity,boundary_f1
external,1002,0.3,0.06741333255793401,0.919804930449008,0.8622161213033451,0.9634150357065563,0.8941800011370235,0.98375601040389,0.5217750717303948
